Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
12,3,1,8,1,no,no,no,machine learning,system designing,no,yes,medium,excellent,hacking,cloud computing,job,Web Services,yes,no,Drama,Work,yes,gentle,Management,work,hard worker,no,no,Design
4,1,4,7,6,yes,yes,no,shell programming,data science,yes,no,medium,medium,data engineering,testing,higherstudies,Product based,yes,no,Guide,salary,no,stubborn,Technical,salary,hard worker,yes,no,Database
12,1,1,1,4,no,yes,yes,shell programming,web technologies,yes,no,excellent,excellent,programming,security,job,Cloud Services,no,no,Biographies,Work,yes,stubborn,Management,salary,smart worker,no,yes,Information Technology
10,2,0,1,4,yes,no,no,hadoop,testing,no,yes,poor,poor,networks,security,job,product development,yes,yes,Fantasy,Work,yes,gentle,Management,work,smart worker,yes,no,Database
10,2,4,7,7,yes,yes,no,hadoop,database security,no,yes,poor,excellent,hacking,system developer,job,BPA,yes,yes,Romance,salary,yes,gentle,Technical,work,smart worker,yes,yes,Management
12,7,1,9,3,no,yes,no,information security,system designing,no,no,medium,excellent,IOT,testing,higherstudies,Sales and Marketing,no,yes,Cookbooks,Work,no,stubborn,Technical,work,hard worker,no,yes,Computer Science
9,5,1,9,4,no,yes,no,app development,hacking,yes,no,medium,medium,Computer Architecture,developer,higherstudies,SAaS services,no,yes,Self help,salary,no,stubborn,Management,salary,hard worker,yes,yes,Design
6,3,0,1,8,no,yes,no,shell programming,database security,yes,no,excellent,excellent,parallel computing,developer,job,Web Services,no,no,Mystery,salary,yes,stubborn,Management,salary,smart worker,no,no,Management
12,1,5,9,4,yes,no,no,app development,game development,no,no,poor,medium,programming,cloud computing,job,Sales and Marketing,no,yes,Horror,salary,yes,stubborn,Management,salary,hard worker,yes,yes,Management
10,2,1,6,1,yes,no,yes,machine learning,web technologies,yes,no,poor,excellent,parallel computing,Business process analyst,higherstudies,SAaS services,no,yes,Health,Work,no,gentle,Management,salary,smart worker,no,yes,Networking
10,8,1,6,9,yes,yes,no,information security,hacking,yes,yes,excellent,excellent,cloud computing,security,higherstudies,Finance,yes,yes,Health,salary,yes,gentle,Technical,work,hard worker,no,no,Analytics
5,6,4,8,4,yes,yes,no,information security,database security,no,no,medium,poor,networks,testing,job,Sales and Marketing,yes,no,Anthology,Work,yes,stubborn,Management,work,smart worker,no,yes,Analytics
5,8,1,7,9,no,yes,no,full stack,system designing,yes,yes,medium,medium,programming,system developer,job,Sales and Marketing,yes,yes,Childrens,salary,no,gentle,Management,salary,smart worker,no,no,Analytics
6,9,2,1,6,yes,yes,no,shell programming,system designing,yes,yes,poor,medium,IOT,Business process analyst,job,Finance,no,yes,Satire,salary,yes,stubborn,Technical,work,smart worker,no,no,Database
6,2,0,4,3,no,no,no,app development,system designing,no,yes,medium,excellent,programming,testing,job,SAaS services,no,yes,Science,Work,yes,stubborn,Technical,salary,smart worker,yes,yes,Computer Science
11,9,1,6,7,yes,no,yes,machine learning,cloud computing,yes,no,excellent,poor,networks,security,higherstudies,SAaS services,yes,yes,Guide,salary,no,gentle,Management,work,smart worker,no,yes,Analytics
4,4,0,8,6,yes,no,yes,python,hacking,no,yes,poor,poor,data engineering,system developer,job,Cloud Services,no,yes,Horror,salary,yes,stubborn,Technical,salary,smart worker,no,no,Computer Science
11,2,1,7,5,yes,yes,no,machine learning,cloud computing,yes,no,excellent,poor,Computer Scienceing,system developer,higherstudies,Finance,no,yes,Travel,salary,no,gentle,Management,salary,hard worker,yes,no,Information Technology
6,9,1,2,5,yes,yes,no,app development,hacking,no,yes,poor,excellent,parallel computing,developer,job,Web Services,yes,no,Horror,salary,no,gentle,Management,work,hard worker,yes,no,Database
5,3,0,5,1,yes,no,no,hadoop,system designing,yes,yes,excellent,poor,data engineering,Business process analyst,job,Sales and Marketing,no,no,Dictionaries,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Computer Science
4,2,5,8,3,no,no,no,r programming,data science,yes,yes,excellent,excellent,data engineering,cloud computing,higherstudies,Sales and Marketing,no,yes,Fantasy,salary,yes,stubborn,Management,work,smart worker,no,yes,Computer Science
7,3,5,4,9,yes,yes,no,hadoop,system designing,yes,no,excellent,poor,networks,testing,job,Product based,no,yes,Trilogy,salary,no,gentle,Management,salary,hard worker,no,yes,Database
12,7,5,3,2,yes,no,no,hadoop,game development,no,yes,poor,poor,cloud computing,cloud computing,job,Cloud Services,no,no,Science,salary,yes,stubborn,Technical,work,hard worker,no,no,Analytics
4,2,5,5,1,no,yes,yes,information security,data science,yes,no,poor,medium,Computer Scienceing,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Childrens,Work,no,gentle,Technical,salary,hard worker,yes,no,Computer Science
7,8,6,2,8,yes,yes,no,distro making,hacking,yes,yes,excellent,excellent,programming,security,job,BPA,yes,yes,Anthology,Work,no,stubborn,Technical,work,hard worker,yes,no,Design
11,6,0,6,1,yes,no,yes,full stack,data science,no,yes,medium,excellent,data engineering,Business process analyst,job,Finance,yes,no,Science,Work,yes,stubborn,Technical,work,smart worker,no,no,Database
7,1,0,4,5,yes,yes,no,full stack,database security,no,yes,medium,poor,programming,developer,higherstudies,product development,no,no,Comics,Work,yes,gentle,Technical,work,hard worker,no,no,Analytics
6,4,6,9,4,no,yes,yes,python,web technologies,yes,yes,medium,poor,hacking,developer,job,product development,yes,no,Religion-Spirituality,salary,no,stubborn,Technical,work,hard worker,no,no,Analytics
6,9,3,1,6,yes,no,yes,shell programming,testing,no,no,medium,poor,parallel computing,security,job,Finance,no,no,Biographies,salary,no,stubborn,Management,work,hard worker,no,no,Computer Science
4,5,2,8,9,no,no,no,hadoop,cloud computing,yes,no,poor,medium,parallel computing,testing,job,Service Based,yes,no,Mystery,salary,yes,gentle,Technical,salary,hard worker,no,yes,Networking
10,8,3,1,1,no,no,yes,hadoop,system designing,no,yes,poor,medium,Computer Architecture,developer,job,Product based,yes,yes,Biographies,salary,no,gentle,Technical,salary,hard worker,no,no,Design
8,4,4,1,8,no,no,yes,hadoop,game development,no,no,poor,excellent,cloud computing,Business process analyst,higherstudies,Web Services,yes,no,Encyclopedias,salary,no,stubborn,Management,salary,smart worker,yes,yes,Analytics
11,8,4,6,4,yes,no,no,distro making,testing,no,no,poor,medium,cloud computing,Business process analyst,job,SAaS services,yes,no,Horror,Work,yes,stubborn,Management,salary,hard worker,no,yes,Computer Science
8,3,6,6,5,no,yes,yes,full stack,game development,no,yes,excellent,poor,IOT,security,job,product development,no,yes,History,Work,no,stubborn,Management,work,hard worker,yes,no,Networking
12,9,6,3,2,yes,yes,no,hadoop,system designing,no,no,poor,poor,programming,Business process analyst,higherstudies,Finance,yes,yes,Travel,Work,no,gentle,Management,salary,smart worker,no,yes,Networking
12,7,4,3,7,no,yes,no,information security,web technologies,yes,no,excellent,medium,programming,developer,job,Testing and Maintainance Services,yes,no,Biographies,salary,no,gentle,Management,work,smart worker,no,no,Analytics
9,3,1,2,9,yes,no,no,full stack,system designing,yes,yes,excellent,medium,cloud computing,testing,job,Testing and Maintainance Services,no,yes,Satire,Work,no,gentle,Technical,work,hard worker,no,no,Management
7,7,3,9,7,no,no,no,app development,web technologies,no,no,excellent,poor,data engineering,Business process analyst,higherstudies,Web Services,no,no,Guide,salary,yes,stubborn,Management,salary,hard worker,no,no,Computer Science
11,8,1,4,2,no,yes,no,information security,data science,yes,yes,medium,medium,cloud computing,Business process analyst,higherstudies,Finance,yes,yes,Guide,salary,no,gentle,Management,work,smart worker,yes,yes,Computer Science
12,1,6,2,5,no,no,yes,full stack,system designing,no,no,medium,poor,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,no,yes,Fantasy,Work,no,stubborn,Management,salary,hard worker,yes,yes,Computer Science
7,3,0,2,9,yes,no,yes,shell programming,data science,yes,no,excellent,medium,programming,security,job,Web Services,yes,yes,Mystery,Work,yes,gentle,Management,salary,hard worker,no,no,Management
12,4,1,9,8,yes,yes,no,app development,game development,yes,no,poor,medium,programming,system developer,job,Testing and Maintainance Services,yes,no,Action and Adventure,salary,yes,stubborn,Management,work,smart worker,no,no,Computer Science
7,7,4,6,1,yes,no,yes,app development,data science,no,yes,medium,poor,IOT,developer,job,Finance,no,yes,History,salary,yes,stubborn,Technical,salary,hard worker,no,yes,Management
8,8,4,6,6,yes,no,yes,information security,data science,no,no,medium,poor,Computer Scienceing,system developer,job,product development,no,yes,Childrens,salary,no,stubborn,Technical,work,smart worker,yes,no,Database
5,3,4,5,2,no,no,no,machine learning,database security,yes,no,poor,excellent,IOT,system developer,job,Testing and Maintainance Services,no,yes,Travel,salary,no,stubborn,Technical,work,smart worker,yes,yes,Computer Science
11,1,1,8,3,no,yes,no,app development,hacking,yes,yes,poor,excellent,programming,Business process analyst,higherstudies,Sales and Marketing,yes,no,Health,salary,yes,gentle,Technical,work,hard worker,yes,no,Computer Science
9,2,6,3,5,no,no,yes,r programming,database security,yes,yes,excellent,poor,networks,testing,job,Testing and Maintainance Services,yes,yes,Guide,Work,no,gentle,Management,salary,smart worker,yes,yes,Computer Science
7,1,0,4,7,no,no,yes,full stack,hacking,no,yes,excellent,poor,data engineering,security,job,SAaS services,yes,yes,Health,salary,yes,stubborn,Technical,work,hard worker,no,no,Design
8,2,6,6,3,yes,no,yes,r programming,system designing,yes,no,excellent,medium,parallel computing,security,higherstudies,Cloud Services,yes,no,Science,salary,no,gentle,Management,salary,smart worker,no,no,Networking
5,7,0,4,3,yes,yes,no,information security,system designing,no,yes,poor,poor,programming,testing,job,Sales and Marketing,no,no,Travel,salary,no,gentle,Technical,salary,smart worker,no,yes,Management
5,8,1,8,3,yes,no,yes,app development,cloud computing,yes,no,poor,excellent,cloud computing,system developer,job,Testing and Maintainance Services,yes,no,Mystery,Work,no,gentle,Management,work,smart worker,no,no,Analytics
4,9,5,8,4,yes,yes,yes,full stack,hacking,yes,no,poor,medium,parallel computing,security,higherstudies,Product based,no,yes,Self help,salary,yes,gentle,Technical,salary,hard worker,yes,yes,Design
4,5,5,6,4,no,no,yes,machine learning,system designing,no,yes,excellent,medium,cloud computing,Business process analyst,job,SAaS services,yes,no,Satire,Work,no,stubborn,Technical,salary,hard worker,no,yes,Computer Science
9,8,3,9,8,no,yes,no,python,hacking,no,yes,medium,medium,cloud computing,testing,higherstudies,Finance,no,no,History,Work,yes,gentle,Management,salary,smart worker,no,no,Information Technology
11,1,0,7,1,yes,yes,yes,shell programming,cloud computing,no,no,medium,poor,programming,system developer,job,Testing and Maintainance Services,no,yes,Autobiographies,Work,no,stubborn,Technical,salary,hard worker,yes,yes,Management
8,2,1,7,5,yes,no,no,distro making,hacking,yes,no,excellent,medium,programming,developer,higherstudies,BPA,no,yes,Series,Work,no,stubborn,Technical,salary,smart worker,yes,yes,Database
12,4,2,2,1,yes,yes,yes,app development,database security,yes,no,poor,poor,Management,developer,job,Web Services,yes,no,Series,Work,yes,stubborn,Management,salary,hard worker,yes,no,Database
12,7,0,4,3,no,no,yes,hadoop,hacking,no,yes,medium,medium,hacking,testing,higherstudies,Testing and Maintainance Services,no,no,Drama,Work,yes,gentle,Technical,work,hard worker,no,no,Analytics
8,9,6,8,5,no,yes,no,python,web technologies,yes,yes,poor,poor,parallel computing,developer,higherstudies,Web Services,no,yes,Biographies,salary,no,gentle,Technical,salary,smart worker,yes,no,Design
11,4,0,3,5,no,yes,yes,machine learning,system designing,no,no,excellent,medium,Computer Architecture,security,job,Product based,no,yes,Horror,Work,no,gentle,Technical,salary,hard worker,no,yes,Computer Science
12,8,5,4,3,no,yes,yes,distro making,testing,no,yes,poor,poor,hacking,testing,job,BPA,no,yes,Childrens,Work,yes,stubborn,Technical,work,smart worker,no,yes,Database
7,4,2,2,9,yes,yes,yes,shell programming,web technologies,yes,no,poor,poor,data engineering,testing,job,Service Based,no,no,Romance,salary,no,stubborn,Technical,salary,hard worker,no,yes,Networking
7,2,0,3,4,no,yes,no,distro making,game development,yes,no,excellent,medium,Computer Scienceing,system developer,higherstudies,BPA,no,yes,Health,Work,no,stubborn,Technical,work,hard worker,yes,no,Computer Science
6,8,5,5,2,no,no,yes,full stack,game development,yes,no,medium,excellent,hacking,testing,higherstudies,Product based,no,no,Encyclopedias,salary,yes,stubborn,Technical,salary,hard worker,yes,no,Computer Science
11,9,0,9,9,no,yes,no,distro making,database security,no,no,poor,excellent,hacking,cloud computing,higherstudies,Product based,yes,no,Fantasy,salary,no,gentle,Management,work,smart worker,no,yes,Management
9,7,1,7,6,no,no,yes,full stack,database security,yes,no,medium,medium,IOT,Business process analyst,job,Cloud Services,no,no,Fantasy,Work,no,stubborn,Technical,work,smart worker,yes,no,Computer Science
10,8,4,1,4,yes,yes,yes,information security,game development,yes,yes,excellent,poor,programming,developer,job,BPA,yes,yes,Self help,salary,yes,stubborn,Technical,work,smart worker,yes,yes,Computer Science
4,6,6,6,2,no,yes,no,app development,game development,yes,no,excellent,poor,parallel computing,testing,job,Testing and Maintainance Services,yes,yes,Prayer books,salary,no,gentle,Technical,salary,hard worker,no,yes,Analytics
8,9,6,5,9,no,no,yes,distro making,web technologies,no,no,excellent,excellent,Computer Scienceing,Business process analyst,higherstudies,Finance,no,no,Guide,salary,yes,stubborn,Management,work,hard worker,no,yes,Database
10,8,2,5,5,yes,yes,yes,full stack,testing,yes,yes,excellent,poor,Computer Scienceing,security,job,Testing and Maintainance Services,no,yes,Cookbooks,Work,no,stubborn,Management,salary,smart worker,yes,no,Computer Science
5,2,6,6,9,yes,yes,no,full stack,database security,no,yes,medium,excellent,Management,testing,higherstudies,Cloud Services,no,yes,Science,salary,yes,stubborn,Technical,work,hard worker,yes,yes,Computer Science
7,1,6,2,3,yes,yes,yes,full stack,database security,yes,no,excellent,poor,hacking,Business process analyst,higherstudies,Service Based,yes,yes,Health,salary,no,stubborn,Technical,work,smart worker,yes,yes,Design
8,4,4,4,8,yes,yes,no,information security,testing,yes,no,excellent,poor,parallel computing,developer,higherstudies,Service Based,yes,yes,Anthology,salary,yes,gentle,Management,salary,smart worker,yes,no,Networking
7,1,3,4,5,yes,yes,yes,full stack,cloud computing,no,yes,poor,medium,networks,security,higherstudies,Finance,no,no,Trilogy,Work,yes,stubborn,Management,work,smart worker,yes,no,Analytics
12,7,5,1,4,yes,yes,no,information security,testing,yes,no,excellent,poor,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Diaries,salary,no,stubborn,Technical,salary,smart worker,yes,yes,Computer Science
